match_id,year,round,match_date,venue,crowd,home_team,away_team,home_score,away_score,match_margin,match_result,home_win_rate_last3,home_win_rate_last5,home_win_rate_last10,home_avg_score_for_last5,home_avg_score_against_last5,home_win_streak,home_rest_days,home_ladder_pts_cum_pre,home_ladder_rank_pre,home_h2h_win_rate_prior,home_h2h_games_played_prior,home_venue_games_prior,home_venue_win_rate_prior,away_win_rate_last3,away_win_rate_last5,away_win_rate_last10,away_avg_score_for_last5,away_avg_score_against_last5,away_win_streak,away_rest_days,away_ladder_pts_cum_pre,away_ladder_rank_pre,away_h2h_win_rate_prior,away_h2h_games_played_prior,away_venue_games_prior,away_venue_win_rate_prior
2004-05-16__GMHBA Stadium__Geelong Cats__Melbourne Demons,2004,8,2004-05-16,GMHBA Stadium,21157.0,Geelong Cats,Melbourne Demons,101,87,14,Home Win,0.6666666666666666,0.6,0.4,98.8,75.6,2.0,7.0,12.0,4.0,0.6451612903225806,31,180,0.6111111111111112,1.0,1.0,0.6,122.8,77.0,6.0,7.0,24.0,1.0,0.3939393939393939,33,13,0.15384615384615385
2004-05-22__Melbourne Cricket Ground__Melbourne Demons__North Melbourne Kangaroos,2004,9,2004-05-22,Melbourne Cricket Ground,31291.0,Melbourne Demons,North Melbourne Kangaroos,96,78,18,Home Win,0.6666666666666666,0.8,0.6,120.8,79.8,0.0,6.0,24.0,1.0,0.41935483870967744,31,256,0.49609375,0.3333333333333333,0.2,0.6,94.0,107.8,1.0,6.0,16.0,6.0,0.5294117647058824,34,216,0.5694444444444444
2004-05-22__AAMI Stadium__Port Adelaide Power__Richmond Tigers,2004,9,2004-05-22,AAMI Stadium,25761.0,Port Adelaide Power,Richmond Tigers,128,50,78,Home Win,0.3333333333333333,0.4,0.6,85.2,106.2,0.0,6.0,20.0,4.0,0.8571428571428571,7,94,0.7021276595744681,1.0,0.6,0.4,78.6,96.0,3.0,7.0,16.0,6.0,0.25,8,14,0.21428571428571427
2004-05-23__Marvel Stadium__St Kilda Saints__West Coast Eagles,2004,9,2004-05-23,Marvel Stadium,30478.0,St Kilda Saints,West Coast Eagles,169,68,101,Home Win,1.0,1.0,0.9,113.6,83.4,8.0,8.0,32.0,1.0,0.36363636363636365,22,52,0.38461538461538464,0.3333333333333333,0.4,0.3,78.4,94.0,1.0,8.0,12.0,2.0,0.52,25,15,0.26666666666666666
2004-05-23__Princes Park__Carlton Blues__Western Bulldogs,2004,9,2004-05-23,Princes Park,26041.0,Carlton Blues,Western Bulldogs,79,104,-25,Away Win,0.3333333333333333,0.4,0.3,83.6,108.0,0.0,8.0,12.0,2.0,0.5428571428571428,35,175,0.6742857142857143,0.3333333333333333,0.4,0.2,94.0,112.2,0.0,8.0,8.0,5.0,0.3793103448275862,29,60,0.5666666666666667
2004-05-28__Marvel Stadium__Essendon Bombers__Fremantle Dockers,2004,10,2004-05-28,Marvel Stadium,38411.0,Essendon Bombers,Fremantle Dockers,115,85,30,Home Win,0.6666666666666666,0.8,0.6,114.6,95.2,0.0,6.0,24.0,1.0,0.7333333333333333,15,39,0.7692307692307693,0.3333333333333333,0.6,0.6,94.0,81.4,1.0,6.0,24.0,1.0,0.2857142857142857,14,15,0.3333333333333333
2004-05-29__Melbourne Cricket Ground__Adelaide Crows__Hawthorn Hawks,2004,10,2004-05-29,Melbourne Cricket Ground,22942.0,Hawthorn Hawks,Adelaide Crows,47,133,-86,Away Win,0.3333333333333333,0.2,0.3,69.2,88.6,0.0,6.0,8.0,6.0,0.4117647058823529,17,106,0.5849056603773585,0.3333333333333333,0.4,0.2,92.0,90.0,0.0,8.0,8.0,6.0,0.5,16,35,0.4
2004-05-29__Marvel Stadium__Collingwood Magpies__North Melbourne Kangaroos,2004,10,2004-05-29,Marvel Stadium,44833.0,North Melbourne Kangaroos,Collingwood Magpies,65,92,-27,Away Win,0.3333333333333333,0.2,0.5,95.6,102.8,0.0,7.0,16.0,1.0,0.5,30,33,0.6060606060606061,0.3333333333333333,0.2,0.2,80.4,101.0,1.0,8.0,8.0,6.0,0.5,26,25,0.56
2004-05-29__Domain Stadium__Richmond Tigers__West Coast Eagles,2004,10,2004-05-29,Domain Stadium,38517.0,West Coast Eagles,Richmond Tigers,100,63,37,Home Win,0.3333333333333333,0.2,0.3,76.2,112.6,0.0,6.0,12.0,4.0,0.5652173913043478,23,148,0.6891891891891891,0.6666666666666666,0.6,0.4,73.0,96.2,0.0,7.0,16.0,1.0,0.3684210526315789,19,15,0.26666666666666666
2004-05-30__AAMI Stadium__Geelong Cats__Port Adelaide Power,2004,10,2004-05-30,AAMI Stadium,29177.0,Port Adelaide Power,Geelong Cats,116,112,4,Home Win,0.3333333333333333,0.6,0.6,96.6,91.4,1.0,8.0,24.0,3.0,0.375,8,95,0.7052631578947368,1.0,0.8,0.6,104.2,82.2,4.0,8.0,20.0,5.0,0.4444444444444444,9,16,0.125
2004-05-30__Princes Park__Carlton Blues__St Kilda Saints,2004,10,2004-05-30,Princes Park,37136.0,Carlton Blues,St Kilda Saints,88,196,-108,Away Win,0.3333333333333333,0.4,0.3,83.4,105.4,0.0,7.0,12.0,6.0,0.6428571428571429,28,176,0.6704545454545454,1.0,1.0,0.9,124.8,77.4,9.0,7.0,36.0,1.0,0.34375,32,30,0.23333333333333334
2004-05-30__The Gabba__Brisbane Lions__Melbourne Demons,2004,10,2004-05-30,The Gabba,32902.0,Melbourne Demons,Brisbane Lions,83,123,-40,Away Win,0.6666666666666666,0.8,0.7,115.2,81.2,1.0,8.0,28.0,2.0,0.5,8,10,0.4,0.6666666666666666,0.6,0.7,107.8,93.8,0.0,8.0,24.0,3.0,0.625,8,89,0.7415730337078652
2004-06-04__Marvel Stadium__Collingwood Magpies__West Coast Eagles,2004,11,2004-06-04,Marvel Stadium,44401.0,Collingwood Magpies,West Coast Eagles,93,75,18,Home Win,0.6666666666666666,0.4,0.3,83.0,91.6,2.0,6.0,12.0,2.0,0.2857142857142857,21,26,0.5769230769230769,0.6666666666666666,0.4,0.4,87.6,106.8,1.0,6.0,16.0,1.0,0.6666666666666666,24,16,0.25
2004-06-05__Melbourne Cricket Ground__Essendon Bombers__Hawthorn Hawks,2004,11,2004-06-05,Melbourne Cricket Ground,42682.0,Hawthorn Hawks,Essendon Bombers,80,154,-74,Away Win,0.3333333333333333,0.2,0.2,66.2,93.2,0.0,7.0,8.0,8.0,0.46875,32,107,0.5794392523364486,0.6666666666666666,0.8,0.7,115.2,96.4,1.0,8.0,28.0,1.0,0.5833333333333334,36,192,0.6666666666666666
2004-06-05__The Gabba__Brisbane Lions__Port Adelaide Power,2004,11,2004-06-05,The Gabba,34241.0,Brisbane Lions,Port Adelaide Power,123,86,37,Home Win,0.6666666666666666,0.6,0.7,110.4,98.0,1.0,6.0,28.0,1.0,0.6,10,90,0.7444444444444445,0.6666666666666666,0.6,0.7,96.0,101.0,2.0,6.0,28.0,1.0,0.38461538461538464,13,9,0.2222222222222222
2004-06-06__Domain Stadium__Fremantle Dockers__Melbourne Demons,2004,11,2004-06-06,Domain Stadium,33125.0,Fremantle Dockers,Melbourne Demons,62,93,-31,Away Win,0.3333333333333333,0.4,0.6,87.6,86.2,0.0,9.0,24.0,3.0,0.5454545454545454,11,94,0.5319148936170213,0.3333333333333333,0.6,0.7,109.6,86.0,0.0,7.0,28.0,2.0,0.5384615384615384,13,15,0.4
2004-06-06__Sydney Cricket Ground__St Kilda Saints__Sydney Swans,2004,11,2004-06-06,Sydney Cricket Ground,36039.0,Sydney Swans,St Kilda Saints,112,76,36,Home Win,0.6666666666666666,0.4,0.5,84.4,89.0,2.0,8.0,20.0,4.0,0.5588235294117647,34,231,0.5324675324675324,1.0,1.0,1.0,138.0,82.0,10.0,7.0,40.0,1.0,0.47058823529411764,34,20,0.4
2004-06-11__Marvel Stadium__Carlton Blues__Hawthorn Hawks,2004,12,2004-06-11,Marvel Stadium,47302.0,Carlton Blues,Hawthorn Hawks,100,88,12,Home Win,0.3333333333333333,0.4,0.4,89.8,121.4,1.0,6.0,16.0,1.0,0.4722222222222222,36,15,0.26666666666666666,0.0,0.2,0.1,65.6,107.2,0.0,6.0,8.0,2.0,0.5384615384615384,39,19,0.5789473684210527
2004-06-12__Domain Stadium__Adelaide Crows__West Coast Eagles,2004,12,2004-06-12,Domain Stadium,37580.0,West Coast Eagles,Adelaide Crows,108,76,32,Home Win,0.3333333333333333,0.4,0.3,88.0,108.8,0.0,8.0,16.0,6.0,0.47368421052631576,19,149,0.6912751677852349,0.3333333333333333,0.4,0.3,97.6,85.6,0.0,7.0,12.0,7.0,0.47058823529411764,17,15,0.26666666666666666
2004-06-12__Melbourne Cricket Ground__St Kilda Saints__Western Bulldogs,2004,12,2004-06-12,Melbourne Cricket Ground,28306.0,Western Bulldogs,St Kilda Saints,103,80,23,Home Win,0.3333333333333333,0.2,0.3,83.0,102.2,0.0,6.0,12.0,7.0,0.6470588235294118,34,81,0.4074074074074074,0.6666666666666666,0.8,0.9,134.8,86.2,0.0,6.0,40.0,1.0,0.37142857142857144,35,53,0.39622641509433965
2004-06-12__Marvel Stadium__Brisbane Lions__Essendon Bombers,2004,12,2004-06-12,Marvel Stadium,50003.0,Essendon Bombers,Brisbane Lions,96,162,-66,Away Win,0.6666666666666666,0.8,0.8,124.4,92.8,2.0,7.0,32.0,2.0,0.5555555555555556,9,40,0.775,0.6666666666666666,0.8,0.7,116.8,96.8,2.0,7.0,32.0,2.0,0.375,8,16,0.5
2004-06-12__AAMI Stadium__Port Adelaide Power__Sydney Swans,2004,12,2004-06-12,AAMI Stadium,28032.0,Port Adelaide Power,Sydney Swans,132,60,72,Home Win,0.6666666666666666,0.4,0.6,93.0,108.8,0.0,7.0,28.0,4.0,0.375,8,96,0.7083333333333334,1.0,0.6,0.6,87.2,82.6,3.0,6.0,24.0,5.0,0.5714285714285714,7,16,0.4375
2004-06-13__Melbourne Cricket Ground__Fremantle Dockers__Richmond Tigers,2004,12,2004-06-13,Melbourne Cricket Ground,18666.0,Richmond Tigers,Fremantle Dockers,71,81,-10,Away Win,0.0,0.4,0.3,73.0,103.6,0.0,8.0,16.0,4.0,0.6153846153846154,13,242,0.47107438016528924,0.3333333333333333,0.2,0.5,83.4,90.2,0.0,7.0,24.0,1.0,0.2727272727272727,11,18,0.16666666666666666
2004-06-13__GMHBA Stadium__Geelong Cats__North Melbourne Kangaroos,2004,12,2004-06-13,GMHBA Stadium,21612.0,Geelong Cats,North Melbourne Kangaroos,94,84,10,Home Win,0.6666666666666666,0.8,0.6,110.8,83.8,1.0,7.0,24.0,1.0,0.4444444444444444,36,181,0.6132596685082873,0.3333333333333333,0.4,0.4,102.6,87.2,1.0,8.0,20.0,3.0,0.5428571428571428,35,12,0.75
2004-06-14__Melbourne Cricket Ground__Collingwood Magpies__Melbourne Demons,2004,12,2004-06-14,Melbourne Cricket Ground,56988.0,Melbourne Demons,Collingwood Magpies,82,73,9,Home Win,0.6666666666666666,0.6,0.8,96.2,87.4,1.0,8.0,32.0,1.0,0.4827586206896552,29,257,0.4980544747081712,1.0,0.6,0.4,84.8,86.4,3.0,10.0,16.0,2.0,0.5294117647058824,34,172,0.47093023255813954
2004-06-19__Domain Stadium__Fremantle Dockers__Port Adelaide Power,2004,13,2004-06-19,Domain Stadium,36507.0,Fremantle Dockers,Port Adelaide Power,102,112,-10,Away Win,0.3333333333333333,0.4,0.6,85.2,85.4,1.0,6.0,28.0,3.0,0.2,10,95,0.5263157894736842,0.6666666666666666,0.6,0.6,102.0,97.0,1.0,7.0,32.0,2.0,0.7777777777777778,9,10,0.7
2004-06-20__AAMI Stadium__Adelaide Crows__Western Bulldogs,2004,13,2004-06-20,AAMI Stadium,36774.0,Adelaide Crows,Western Bulldogs,133,101,32,Home Win,0.3333333333333333,0.2,0.3,89.0,89.8,0.0,8.0,12.0,6.0,0.4090909090909091,22,156,0.6474358974358975,0.3333333333333333,0.4,0.4,84.6,94.0,1.0,8.0,16.0,5.0,0.5555555555555556,18,17,0.4117647058823529
2004-06-20__Melbourne Cricket Ground__Essendon Bombers__Melbourne Demons,2004,13,2004-06-20,Melbourne Cricket Ground,47314.0,Essendon Bombers,Melbourne Demons,69,95,-26,Away Win,0.6666666666666666,0.6,0.8,119.4,106.2,0.0,8.0,32.0,2.0,0.7941176470588235,34,193,0.6683937823834197,0.6666666666666666,0.6,0.8,88.2,87.4,2.0,6.0,36.0,1.0,0.2,25,258,0.5
2004-06-26__Accor Stadium__Collingwood Magpies__Sydney Swans,2004,13,2004-06-26,Accor Stadium,50091.0,Sydney Swans,Collingwood Magpies,85,79,6,Home Win,0.6666666666666666,0.6,0.5,88.4,95.6,0.0,14.0,24.0,1.0,0.5,28,8,0.5,0.6666666666666666,0.6,0.3,83.4,85.0,0.0,12.0,16.0,2.0,0.4642857142857143,28,1,1.0
2004-07-04__Marvel Stadium__Fremantle Dockers__Western Bulldogs,2004,14,2004-07-04,Marvel Stadium,18734.0,Western Bulldogs,Fremantle Dockers,76,117,-41,Away Win,0.3333333333333333,0.4,0.4,88.4,99.6,0.0,14.0,16.0,5.0,0.6,10,50,0.32,0.3333333333333333,0.4,0.5,93.4,93.8,0.0,15.0,28.0,4.0,0.4166666666666667,12,16,0.3125
2004-07-04__UTAS Stadium__Port Adelaide Power__St Kilda Saints,2004,14,2004-07-04,UTAS Stadium,19223.0,St Kilda Saints,Port Adelaide Power,47,93,-46,Away Win,0.3333333333333333,0.6,0.8,129.6,86.4,1.0,16.0,44.0,1.0,0.5714285714285714,7,2,0.5,0.6666666666666666,0.8,0.6,114.8,89.4,2.0,15.0,36.0,3.0,0.5555555555555556,9,2,1.0
2004-07-09__Marvel Stadium__Collingwood Magpies__Geelong Cats,2004,15,2004-07-09,Marvel Stadium,50627.0,Collingwood Magpies,Geelong Cats,65,94,-29,Away Win,0.3333333333333333,0.6,0.4,95.4,76.4,1.0,6.0,20.0,2.0,0.5555555555555556,27,27,0.5925925925925926,0.6666666666666666,0.6,0.7,92.0,76.6,0.0,6.0,32.0,1.0,0.4827586206896552,29,29,0.5172413793103449
2004-07-10__Domain Stadium__Fremantle Dockers__North Melbourne Kangaroos,2004,15,2004-07-10,Domain Stadium,37077.0,Fremantle Dockers,North Melbourne Kangaroos,79,96,-17,Away Win,0.6666666666666666,0.4,0.5,89.4,93.4,1.0,6.0,32.0,1.0,0.3,10,96,0.5208333333333334,0.6666666666666666,0.6,0.4,102.2,84.0,2.0,8.0,28.0,4.0,0.7272727272727273,11,10,0.5
2004-07-10__Sydney Cricket Ground__Adelaide Crows__Sydney Swans,2004,15,2004-07-10,Sydney Cricket Ground,28493.0,Sydney Swans,Adelaide Crows,58,45,13,Home Win,0.6666666666666666,0.8,0.5,89.0,87.6,2.0,7.0,32.0,1.0,0.35294117647058826,17,232,0.5344827586206896,0.6666666666666666,0.6,0.5,114.8,84.0,2.0,6.0,20.0,6.0,0.6363636363636364,22,11,0.6363636363636364
2004-07-11__The Gabba__Brisbane Lions__Western Bulldogs,2004,15,2004-07-11,The Gabba,29295.0,Brisbane Lions,Western Bulldogs,136,68,68,Home Win,0.6666666666666666,0.8,0.7,117.4,90.6,1.0,8.0,40.0,2.0,0.7142857142857143,14,91,0.7472527472527473,0.3333333333333333,0.2,0.3,82.8,107.2,0.0,7.0,16.0,6.0,0.3076923076923077,13,10,0.3
2004-07-16__Domain Stadium__Essendon Bombers__West Coast Eagles,2004,16,2004-07-16,Domain Stadium,40674.0,West Coast Eagles,Essendon Bombers,117,73,44,Home Win,0.6666666666666666,0.6,0.5,79.0,81.6,2.0,6.0,28.0,2.0,0.30434782608695654,23,150,0.6933333333333334,0.3333333333333333,0.4,0.6,110.6,102.8,1.0,6.0,36.0,1.0,0.6785714285714286,28,15,0.3333333333333333
2004-07-17__Princes Park__Carlton Blues__North Melbourne Kangaroos,2004,16,2004-07-17,Princes Park,20732.0,Carlton Blues,North Melbourne Kangaroos,70,62,8,Home Win,0.3333333333333333,0.6,0.4,87.8,97.2,0.0,6.0,24.0,5.0,0.5333333333333333,30,178,0.6629213483146067,1.0,0.8,0.5,108.4,81.4,3.0,7.0,32.0,3.0,0.39285714285714285,28,36,0.4722222222222222
2004-07-17__AAMI Stadium__Adelaide Crows__Fremantle Dockers,2004,16,2004-07-17,AAMI Stadium,34855.0,Adelaide Crows,Fremantle Dockers,80,92,-12,Away Win,0.6666666666666666,0.4,0.4,97.2,86.2,0.0,7.0,20.0,6.0,0.5454545454545454,11,157,0.6496815286624203,0.3333333333333333,0.4,0.4,88.2,89.6,0.0,7.0,32.0,3.0,0.38461538461538464,13,11,0.09090909090909091
2004-07-17__Melbourne Cricket Ground__Brisbane Lions__Collingwood Magpies,2004,16,2004-07-17,Melbourne Cricket Ground,34326.0,Collingwood Magpies,Brisbane Lions,73,109,-36,Away Win,0.3333333333333333,0.4,0.4,90.0,82.2,0.0,8.0,20.0,6.0,0.16666666666666666,12,173,0.4682080924855491,0.6666666666666666,0.8,0.7,120.0,87.6,2.0,6.0,44.0,1.0,0.75,8,20,0.35
2004-07-18__Marvel Stadium__Melbourne Demons__Western Bulldogs,2004,16,2004-07-18,Marvel Stadium,25107.0,Melbourne Demons,Western Bulldogs,93,55,38,Home Win,0.6666666666666666,0.8,0.7,97.8,87.6,1.0,7.0,44.0,1.0,0.4864864864864865,37,13,0.7692307692307693,0.0,0.2,0.3,83.0,115.8,0.0,7.0,16.0,5.0,0.5,34,51,0.3137254901960784
2004-07-18__GMHBA Stadium__Geelong Cats__Sydney Swans,2004,16,2004-07-18,GMHBA Stadium,20515.0,Geelong Cats,Sydney Swans,77,62,15,Home Win,0.6666666666666666,0.8,0.8,88.4,66.4,1.0,9.0,36.0,3.0,0.5517241379310345,29,183,0.6174863387978142,1.0,0.8,0.6,82.0,83.2,3.0,8.0,36.0,3.0,0.3448275862068966,29,14,0.42857142857142855
2004-07-18__Melbourne Cricket Ground__Hawthorn Hawks__Port Adelaide Power,2004,16,2004-07-18,Melbourne Cricket Ground,11682.0,Hawthorn Hawks,Port Adelaide Power,53,105,-52,Away Win,0.0,0.0,0.1,77.2,121.4,0.0,8.0,8.0,6.0,0.3333333333333333,9,109,0.5688073394495413,1.0,0.8,0.7,109.2,74.4,4.0,7.0,44.0,1.0,0.6363636363636364,11,17,0.23529411764705882
2004-07-23__Marvel Stadium__Essendon Bombers__St Kilda Saints,2004,17,2004-07-23,Marvel Stadium,50392.0,St Kilda Saints,Essendon Bombers,127,92,35,Home Win,0.3333333333333333,0.4,0.6,89.6,92.8,1.0,6.0,48.0,1.0,0.1875,32,54,0.4074074074074074,0.3333333333333333,0.2,0.5,94.4,110.2,0.0,7.0,36.0,2.0,0.8125,32,42,0.7380952380952381
2004-07-24__Marvel Stadium__Collingwood Magpies__Western Bulldogs,2004,17,2004-07-24,Marvel Stadium,32675.0,Western Bulldogs,Collingwood Magpies,66,115,-49,Away Win,0.0,0.2,0.2,80.6,111.8,0.0,6.0,16.0,7.0,0.41379310344827586,29,52,0.3076923076923077,0.3333333333333333,0.2,0.4,86.0,89.0,0.0,7.0,20.0,5.0,0.6111111111111112,36,28,0.5714285714285714
2004-07-24__Melbourne Cricket Ground__Hawthorn Hawks__North Melbourne Kangaroos,2004,17,2004-07-24,Melbourne Cricket Ground,20018.0,North Melbourne Kangaroos,Hawthorn Hawks,143,63,80,Home Win,0.6666666666666666,0.6,0.5,90.0,79.4,0.0,7.0,32.0,4.0,0.3888888888888889,36,217,0.5668202764976958,0.0,0.0,0.1,71.8,111.6,0.0,6.0,8.0,8.0,0.5714285714285714,35,110,0.5636363636363636
2004-07-25__Marvel Stadium__Carlton Blues__Geelong Cats,2004,17,2004-07-25,Marvel Stadium,43210.0,Geelong Cats,Carlton Blues,131,74,57,Home Win,0.6666666666666666,0.8,0.8,81.2,65.4,2.0,7.0,40.0,3.0,0.5,26,30,0.5333333333333333,0.3333333333333333,0.6,0.5,83.6,92.2,1.0,8.0,28.0,5.0,0.53125,32,17,0.35294117647058826
2004-07-25__Melbourne Cricket Ground__Melbourne Demons__Richmond Tigers,2004,17,2004-07-25,Melbourne Cricket Ground,25211.0,Richmond Tigers,Melbourne Demons,70,126,-56,Away Win,0.0,0.0,0.2,79.6,115.8,0.0,8.0,16.0,6.0,0.4857142857142857,35,244,0.4672131147540984,0.6666666666666666,0.8,0.7,97.8,86.2,2.0,7.0,48.0,1.0,0.53125,32,260,0.5038461538461538
2004-07-30__AAMI Stadium__Adelaide Crows__North Melbourne Kangaroos,2004,18,2004-07-30,AAMI Stadium,37562.0,Adelaide Crows,North Melbourne Kangaroos,49,42,7,Home Win,0.0,0.4,0.3,90.2,102.6,0.0,6.0,20.0,2.0,0.3,20,158,0.6455696202531646,0.6666666666666666,0.8,0.6,101.8,73.2,1.0,6.0,36.0,1.0,0.6842105263157895,19,12,0.5
2004-07-31__Marvel Stadium__Essendon Bombers__Port Adelaide Power,2004,18,2004-07-31,Marvel Stadium,35711.0,Essendon Bombers,Port Adelaide Power,119,79,40,Home Win,0.3333333333333333,0.2,0.4,93.6,103.2,0.0,8.0,36.0,4.0,0.38461538461538464,13,43,0.7209302325581395,1.0,1.0,0.8,107.0,63.6,6.0,6.0,52.0,1.0,0.6363636363636364,11,11,0.6363636363636364
2004-07-31__Melbourne Cricket Ground__Collingwood Magpies__Richmond Tigers,2004,18,2004-07-31,Melbourne Cricket Ground,39933.0,Collingwood Magpies,Richmond Tigers,103,98,5,Home Win,0.3333333333333333,0.4,0.5,94.4,85.8,1.0,7.0,24.0,7.0,0.5517241379310345,29,174,0.46551724137931033,0.0,0.0,0.1,79.4,124.8,0.0,6.0,16.0,8.0,0.4375,32,245,0.46530612244897956
2004-08-01__GMHBA Stadium__Geelong Cats__St Kilda Saints,2004,18,2004-08-01,GMHBA Stadium,21673.0,Geelong Cats,St Kilda Saints,101,94,7,Home Win,1.0,0.8,0.8,88.6,63.4,3.0,7.0,44.0,3.0,0.6071428571428571,28,184,0.6195652173913043,0.6666666666666666,0.6,0.6,99.0,90.6,2.0,9.0,52.0,1.0,0.2727272727272727,33,19,0.21052631578947367
2004-08-01__Domain Stadium__West Coast Eagles__Western Bulldogs,2004,18,2004-08-01,Domain Stadium,36028.0,West Coast Eagles,Western Bulldogs,106,57,49,Home Win,0.6666666666666666,0.6,0.6,81.0,82.8,0.0,7.0,32.0,4.0,0.6206896551724138,29,151,0.695364238410596,0.0,0.0,0.2,73.2,118.8,0.0,8.0,16.0,5.0,0.34782608695652173,23,12,0.25
2004-08-06__Domain Stadium__Collingwood Magpies__Fremantle Dockers,2004,19,2004-08-06,Domain Stadium,40901.0,Fremantle Dockers,Collingwood Magpies,73,106,-33,Away Win,1.0,0.8,0.6,103.4,81.2,3.0,6.0,44.0,1.0,0.375,8,98,0.5204081632653061,0.6666666666666666,0.6,0.6,99.2,88.4,2.0,6.0,28.0,2.0,0.6363636363636364,11,10,0.3
2004-08-07__Sydney Cricket Ground__North Melbourne Kangaroos__Sydney Swans,2004,19,2004-08-07,Sydney Cricket Ground,24028.0,Sydney Swans,North Melbourne Kangaroos,112,118,-6,Away Win,0.3333333333333333,0.6,0.7,77.8,75.0,1.0,7.0,40.0,2.0,0.4375,32,234,0.5384615384615384,0.3333333333333333,0.6,0.5,88.6,68.0,0.0,8.0,36.0,4.0,0.5357142857142857,28,24,0.7083333333333334
2004-08-07__Marvel Stadium__Hawthorn Hawks__Western Bulldogs,2004,19,2004-08-07,Marvel Stadium,22330.0,Western Bulldogs,Hawthorn Hawks,109,120,-11,Away Win,0.0,0.0,0.2,64.4,113.4,0.0,6.0,16.0,7.0,0.4375,32,53,0.3018867924528302,0.0,0.0,0.0,67.2,116.2,0.0,6.0,8.0,8.0,0.5675675675675675,37,21,0.5238095238095238
2004-08-08__Melbourne Cricket Ground__Geelong Cats__Richmond Tigers,2004,19,2004-08-08,Melbourne Cricket Ground,33176.0,Richmond Tigers,Geelong Cats,83,114,-31,Away Win,0.0,0.0,0.0,80.4,120.6,0.0,8.0,16.0,6.0,0.2222222222222222,27,246,0.4634146341463415,1.0,0.8,0.8,90.4,69.2,4.0,7.0,48.0,4.0,0.7666666666666667,30,89,0.550561797752809
2004-08-08__AAMI Stadium__Melbourne Demons__Port Adelaide Power,2004,19,2004-08-08,AAMI Stadium,30702.0,Port Adelaide Power,Melbourne Demons,125,52,73,Home Win,0.6666666666666666,0.8,0.8,100.4,67.0,0.0,8.0,52.0,2.0,0.36363636363636365,11,99,0.7171717171717171,1.0,0.8,0.8,109.0,84.4,4.0,7.0,56.0,1.0,0.6,10,18,0.2777777777777778
2004-08-08__The Gabba__Brisbane Lions__West Coast Eagles,2004,19,2004-08-08,The Gabba,31754.0,Brisbane Lions,West Coast Eagles,73,87,-14,Away Win,0.6666666666666666,0.8,0.7,119.8,73.6,0.0,8.0,52.0,2.0,0.3333333333333333,6,92,0.75,0.6666666666666666,0.8,0.6,87.2,72.6,1.0,7.0,36.0,5.0,0.6363636363636364,11,8,0.5
2004-08-13__Melbourne Cricket Ground__Collingwood Magpies__Essendon Bombers,2004,20,2004-08-13,Melbourne Cricket Ground,52983.0,Essendon Bombers,Collingwood Magpies,121,87,34,Home Win,0.3333333333333333,0.4,0.4,99.2,94.8,0.0,6.0,40.0,1.0,0.625,40,196,0.6632653061224489,1.0,0.6,0.6,92.4,88.0,3.0,7.0,32.0,2.0,0.42105263157894735,38,175,0.4685714285714286
2004-08-14__Marvel Stadium__Melbourne Demons__Sydney Swans,2004,20,2004-08-14,Marvel Stadium,34991.0,Melbourne Demons,Sydney Swans,46,67,-21,Away Win,0.6666666666666666,0.8,0.7,104.8,80.4,0.0,6.0,56.0,1.0,0.4857142857142857,35,14,0.7857142857142857,0.3333333333333333,0.4,0.6,81.2,81.8,0.0,7.0,40.0,6.0,0.5,34,10,0.3
2004-08-14__TIO Stadium__Port Adelaide Power__Western Bulldogs,2004,20,2004-08-14,TIO Stadium,13271.0,Western Bulldogs,Port Adelaide Power,61,147,-86,Away Win,0.0,0.0,0.1,71.0,114.0,0.0,7.0,16.0,7.0,0.25,8,0,,0.6666666666666666,0.8,0.8,106.8,68.0,1.0,6.0,56.0,1.0,0.7272727272727273,11,0,
2004-08-14__GMHBA Stadium__Fremantle Dockers__Geelong Cats,2004,20,2004-08-14,GMHBA Stadium,15209.0,Geelong Cats,Fremantle Dockers,75,25,50,Home Win,1.0,1.0,0.8,103.4,75.6,5.0,6.0,52.0,3.0,0.6666666666666666,12,185,0.6216216216216216,0.6666666666666666,0.6,0.5,94.6,87.2,0.0,8.0,44.0,5.0,0.2,10,7,0.0
2004-08-14__Melbourne Cricket Ground__Brisbane Lions__Hawthorn Hawks,2004,20,2004-08-14,Melbourne Cricket Ground,17159.0,Hawthorn Hawks,Brisbane Lions,43,66,-23,Away Win,0.3333333333333333,0.2,0.1,76.2,110.0,1.0,7.0,12.0,8.0,0.4166666666666667,12,112,0.5535714285714286,0.3333333333333333,0.6,0.7,111.6,71.8,0.0,6.0,52.0,3.0,0.5454545454545454,11,21,0.38095238095238093
2004-08-15__Marvel Stadium__North Melbourne Kangaroos__St Kilda Saints,2004,20,2004-08-15,Marvel Stadium,41664.0,North Melbourne Kangaroos,St Kilda Saints,96,147,-51,Away Win,0.6666666666666666,0.6,0.6,92.2,74.6,1.0,8.0,40.0,2.0,0.56,25,35,0.6,0.6666666666666666,0.6,0.5,101.2,93.6,1.0,8.0,56.0,1.0,0.35714285714285715,28,55,0.41818181818181815
